"","Mno","Y","richness","richness.n","Entry","Study","Expt","Ref","Source","TDBU","FTG","TG","Ygen","Yqual","Yunits","Ydesc","Consumer","Taxon","Resource","Sys1","Sys2","Des1","Des2","Des3","Des4","Location","Lat","Lon","Elev","LatlonError","Slevels","Spool","Smax","Area","Vol","Bsize","SPscale","Dur","Gtime","Tscale","LnTscale","Tser","FinalT","SnonF","HigherT","AddTrt1","AddTrt2","AddTrt3","Treatment","restrt","Monotes","logS","Smax1","TG1","logY","unit.types","unit.types2","MaxTscale","Finaltime","logMaxTime"
"638",943,26.4,"1",1,505,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,5,3.9667,1.2605,"0.2315","Y","N","0","N","","","","control","control","",0,3,"1",3.27336401015227,"mass","biomass",1.2605,"Y",0.231508467645837
"639",944,91.1,"2",2,506,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,7,3.9667,1.7647,"0.568","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",4.51195780426591,"mass","biomass",1.7647,"Y",0.56798070426705
"640",944,128.3,"3",3,506,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,7,3.9667,1.7647,"0.568","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",4.85437127162159,"mass","biomass",1.7647,"Y",0.56798070426705
"641",944,58.3,"1",1,506,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,7,3.9667,1.7647,"0.568","Y","N","0","N","","","","control","control","",0,3,"1",4.06560209335645,"mass","biomass",1.7647,"Y",0.56798070426705
"642",945,80.8,"1",1,507,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,9,3.9667,2.2689,"0.8193","Y","N","0","N","","","","control","control","",0,3,"1",4.39197696552705,"mass","biomass",2.2689,"Y",0.819295132547956
"643",945,187.4,"3",3,507,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,9,3.9667,2.2689,"0.8193","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",5.23324536980432,"mass","biomass",2.2689,"Y",0.819295132547956
"644",945,125.1,"2",2,507,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,9,3.9667,2.2689,"0.8193","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",4.82911341747287,"mass","biomass",2.2689,"Y",0.819295132547956
"645",946,120,"1",1,508,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,11,3.9667,2.77308594,"1.019960758","Y","N","0","N","","","","control","control","",0,3,"1",4.78749174278205,"mass","biomass",2.77308594,"Y",1.01996075785914
"646",946,184.9,"3",3,508,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,11,3.9667,2.77308594,"1.019960758","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",5.21981513839308,"mass","biomass",2.77308594,"Y",1.01996075785914
"647",946,161,"2",2,508,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,11,3.9667,2.77308594,"1.019960758","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",5.08140436498446,"mass","biomass",2.77308594,"Y",1.01996075785914
"648",947,165.8,"1",1,509,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,15,3.9667,3.7815,"1.3301","Y","N","0","N","","","","control","control","",0,3,"1",5.11078224270119,"mass","biomass",3.7815,"Y",1.33012075631395
"649",947,177.9,"2",2,509,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,15,3.9667,3.7815,"1.3301","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",5.18122159467179,"mass","biomass",3.7815,"Y",1.33012075631395
"650",947,194.4,"3",3,509,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,15,3.9667,3.7815,"1.3301","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",5.26991789202634,"mass","biomass",3.7815,"Y",1.33012075631395
"651",948,309.7,"1",1,510,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,19,3.9667,4.7899,"1.5665","Y","N","0","N","","","","control","control","",0,3,"1",5.73560408697916,"mass","biomass",4.7899,"Y",1.56650953437818
"652",948,222.1,"2",2,510,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,19,3.9667,4.7899,"1.5665","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",5.40312773090038,"mass","biomass",4.7899,"Y",1.56650953437818
"653",948,221.7,"3",3,510,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,19,3.9667,4.7899,"1.5665","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",5.40132511662227,"mass","biomass",4.7899,"Y",1.56650953437818
"654",949,440.4,"1",1,511,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,23,3.9667,5.7983,"1.7576","Y","N","0","N","","","","control","control","",0,3,"1",6.08768340484852,"mass","biomass",5.7983,"Y",1.75756477114089
"655",949,295.4,"2",2,511,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,23,3.9667,5.7983,"1.7576","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",5.68833037009728,"mass","biomass",5.7983,"Y",1.75756477114089
"656",949,261.8,"3",3,511,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,23,3.9667,5.7983,"1.7576","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",5.5675808534758,"mass","biomass",5.7983,"Y",1.75756477114089
"657",950,461.6,"3",3,512,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,33,3.9667,8.3193,"2.1186","Y","Y","0","N","","","","control","control","",1.09861228866811,3,"1",6.13469871519389,"mass","biomass",8.3193,"Y",2.11857811667822
"658",950,550.2,"2",2,512,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,33,3.9667,8.3193,"2.1186","Y","Y","0","N","","","","control","control","",0.693147180559945,3,"1",6.31028184849047,"mass","biomass",8.3193,"Y",2.11857811667822
"659",950,853.8,"1",1,512,80,153,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"A","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,33,3.9667,8.3193,"2.1186","Y","Y","0","N","","","","control","control","",0,3,"1",6.74969697432386,"mass","biomass",8.3193,"Y",2.11857811667822
"660",951,2.1,"1",1,513,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,2,3.9667,0.5042,"-0.6848","Y","N","0","N","","","","control","control","",0,3,"1",0.741937344729377,"mass","biomass",0.5042,"Y",-0.684782264228318
"661",951,2.7,"2",2,513,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,2,3.9667,0.5042,"-0.6848","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",0.993251773010283,"mass","biomass",0.5042,"Y",-0.684782264228318
"662",951,2,"3",3,513,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,2,3.9667,0.5042,"-0.6848","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",0.693147180559945,"mass","biomass",0.5042,"Y",-0.684782264228318
"663",952,29,"3",3,514,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,5,3.9667,1.2605,"0.2315","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",3.36729582998647,"mass","biomass",1.2605,"Y",0.231508467645837
"664",952,28.1,"2",2,514,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,5,3.9667,1.2605,"0.2315","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",3.3357695763397,"mass","biomass",1.2605,"Y",0.231508467645837
"665",952,26.4,"1",1,514,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,5,3.9667,1.2605,"0.2315","Y","N","0","N","","","","control","control","",0,3,"1",3.27336401015227,"mass","biomass",1.2605,"Y",0.231508467645837
"666",953,58.3,"1",1,515,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,7,3.9667,1.7647,"0.568","Y","N","0","N","","","","control","control","",0,3,"1",4.06560209335645,"mass","biomass",1.7647,"Y",0.56798070426705
"667",953,90,"2",2,515,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,7,3.9667,1.7647,"0.568","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",4.49980967033027,"mass","biomass",1.7647,"Y",0.56798070426705
"668",953,90.1,"3",3,515,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,7,3.9667,1.7647,"0.568","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",4.50092016461429,"mass","biomass",1.7647,"Y",0.56798070426705
"669",954,80.8,"1",1,516,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,9,3.9667,2.2689,"0.8193","Y","N","0","N","","","","control","control","",0,3,"1",4.39197696552705,"mass","biomass",2.2689,"Y",0.819295132547956
"670",954,116.1,"2",2,516,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,9,3.9667,2.2689,"0.8193","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",4.75445188870385,"mass","biomass",2.2689,"Y",0.819295132547956
"671",954,141.2,"3",3,516,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,9,3.9667,2.2689,"0.8193","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",4.95017732505914,"mass","biomass",2.2689,"Y",0.819295132547956
"672",955,120,"1",1,517,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,11,3.9667,2.77308594,"1.019960758","Y","N","0","N","","","","control","control","",0,3,"1",4.78749174278205,"mass","biomass",2.77308594,"Y",1.01996075785914
"673",955,137.7,"2",2,517,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,11,3.9667,2.77308594,"1.019960758","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",4.92507740573461,"mass","biomass",2.77308594,"Y",1.01996075785914
"674",955,141.4,"3",3,517,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,11,3.9667,2.77308594,"1.019960758","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",4.95159275346247,"mass","biomass",2.77308594,"Y",1.01996075785914
"675",956,165.8,"1",1,518,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,15,3.9667,3.7815,"1.3301","Y","N","0","N","","","","control","control","",0,3,"1",5.11078224270119,"mass","biomass",3.7815,"Y",1.33012075631395
"676",956,162.2,"2",2,518,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,15,3.9667,3.7815,"1.3301","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",5.08883014168131,"mass","biomass",3.7815,"Y",1.33012075631395
"677",956,170.7,"3",3,518,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,15,3.9667,3.7815,"1.3301","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",5.13990762980039,"mass","biomass",3.7815,"Y",1.33012075631395
"678",957,309.7,"1",1,519,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,19,3.9667,4.7899,"1.5665","Y","N","0","N","","","","control","control","",0,3,"1",5.73560408697916,"mass","biomass",4.7899,"Y",1.56650953437818
"679",957,232.8,"2",2,519,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,19,3.9667,4.7899,"1.5665","Y","N","0","N","","","","control","control","",0.693147180559945,3,"1",5.45017971585728,"mass","biomass",4.7899,"Y",1.56650953437818
"680",957,199.3,"3",3,519,80,154,"Weis et al. 2007","data from authors","TD","P",1,"SST","","mg L-1","Algal wet mass (from biovolumes)","Plantae:Chlorophycea (Scenedesmus quadricauda; Selenastrum minutum; Chlamydomonas debaryana)","microalgae","Inorganic nutrients",1,1,1,3,1,"S","Department of Ecology; Evolution & Marine Biology; University of California-Santa Barbara; Santa Barbara; California 93106 USA",34.41,-119.85,NA,"lat long of address of first author",3,3,"3",NA,0.5,"0",0,19,3.9667,4.7899,"1.5665","Y","N","0","N","","","","control","control","",1.09861228866811,3,"1",5.29481122721875,"mass","biomass",4.7899,"Y",1.56650953437818
