Entry,Study,ExptA,Expt,Ref,Source,TDBU,FTG,Ygen,Yqual,Yunits,Ydesc,Consumer,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,LnSPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,Coll,Comment1,AddTrt1,AddTrt2,AddTrt3,ExpVar,NatVar,Comp.,Tr1,Tr2,Tr1Type,Tr2Type,CO2,fert,Nfert,Pfert,Ofert,Temp,Water,Light,Other,Nfertlevel,Pfertlevel,TdeloC,W%control,Light%control,Comment2,NEmono,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N18,N19,N20,N22,N23,N24,N31,N32,N36,N43,N60,N72,Emono,YEmono,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y18,Y19,Y20,Y22,Y23,Y24,Y31,Y32,Y36,Y43,Y60,Y72,SDEmono,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD18,SD19,SD20,SD22,SD23,SD24,SD31,SD32,SD36,SD43,SD60,SD72,NSmax,YSmax,SDSmax,LRR1,VLRR1,CILRR1,SigLRR1,LRR2,VLRR2,CILRR2,SigLRR2,lina,linb,linrsq,linaic,mma,mmb,mmrsq,mmaic,powa,powb,powrsq,powaic,loga,logb,logrsq,logaic,expa,expb,exprsq,expaic,bestr2,bestaic,"Mclaim: What mechanism(s) do the authors claim underlie diversity effects in their study?  C = Complementarity, F = Facilitation, I = Interference competition, ID = Species identity or composition, IN = Reduced intraspecific competition in polycultures, IP = Intraguild predation, N = Non-linear functional responses, NE = No diversity effect, R = Resource or other form of niche partitioning, S = Sampling effect, Se = Selection effect.",Mtest,Prich,Pcomp,SStot,SSrich,SScomp,PerSSrich,PerSScomp,SScomp2rich,RYT,SDRYT,DT,SDDT,Dmax,SDDmax,Dmean,SDDmean,CE,SDCE,SE,SDSE,SE2CE,DE,SDDE,TDC,SDTDC,TIC,SDTIC,rMiYoi,rMiRYi,Flag1,Flag2,Comment3
955,147,374,374,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,2,N,KM,.,I,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,S. cerevisiae,10021239.41,10130150.31,10348731.78,8812386.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,173361.9454,446628.5959,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,8812386.67,446628.596,-0.139,0.003,0.101,Y,-0.129,.,.,.,1.0939,-0.065,62.8356,-4.6739,0.8888,-0.1252,33.4072,-2.9241,0.0263,-0.1099,48.9043,-3.348,1.0249,-0.1023,47.9767,-3.6648,0.1,-0.0697,63.7303,-4.3761,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
956,147,375,375,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,2,N,KM,.,J,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z. fermentati,10610450.76,11895969.17,10825889.86,11015823.52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1120079.14,888361.9815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,11015823.52,888361.981,-0.077,0.009,0.191,N,0.037,.,.,.,1.0193,-0.037,59.384,-7.6234,0.8728,-0.1234,85.3627,-10.6851,-0.011,-0.0771,72.8488,-8.5667,0.9896,-0.0741,73.4826,-8.9025,0.0198,-0.0384,58.6806,-7.307,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
957,147,376,376,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,2,N,KM,.,L,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z. fermentati,8749676.48,10150481.33,11167775.37,8987166.884,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1221801.856,2151756.017,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,8987166.884,2151756.017,-0.122,0.062,0.489,N,0.027,.,.,.,1.1098,-0.0573,28.4217,-1.0886,0.9488,-0.0756,7.1469,-0.3079,0.0414,-0.084,18.3852,-0.618,1.0415,-0.0775,16.0528,-0.6104,0.113,-0.0609,31.2491,-1.1326,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
958,147,377,377,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,2,N,KM,.,M,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z. fermentati,13005528.28,10280885.55,12570881.72,15109863.44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2652040.605,1810142.268,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,15109863.44,1810142.268,0.385,0.037,0.375,Y,0.15,.,.,.,0.7611,0.2349,99.9109,-16.4612,1.8767,0.9266,94.9871,-4.3724,-0.0101,0.344,98.4588,-9.1036,0.9823,0.4161,96.7981,-5.7172,-0.1897,0.1925,99.9346,-18.5819,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
959,147,378,378,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,2,N,KM,.,N,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,S. cerevisiae,9756423.118,10327984.72,11101483.59,10311637.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,561573.7381,1217199.646,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,10311637.47,1217199.646,-0.002,0.015,0.239,N,0.055,.,.,.,1.026,-0.0008,0.0335,-5.4845,1.0442,0.0317,6.5366,-5.6863,0.0176,0.0099,1.7079,-5.7507,1.0183,0.0103,1.7257,-5.5357,0.0251,-0.0008,0.036,-5.7001,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
960,147,379,379,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,2,N,KM,.,O,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z. fermentati,10478669.01,9989705.548,10009815.54,11663512.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,798923.599,1360781.845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,11663512.7,1360781.845,0.155,0.016,0.246,N,0.107,.,.,.,0.8889,0.0838,75.8949,-5.0195,1.1997,0.2277,51.8193,-2.9419,-0.023,0.1262,62.1753,-4.1416,0.975,0.1364,62.0936,-3.6614,-0.1026,0.0775,75.9669,-5.5022,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
961,147,380,380,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,3,N,KM,.,P,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K. lactis,10820892.83,11520947.3,9939403.314,9100191.218,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,745765.2695,1316035.526,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,9100191.218,1316035.526,-0.236,0.022,0.293,N,-0.173,.,.,.,1.0943,-0.1051,96.9541,-10.604,0.7313,-0.2709,97.8563,-11.6578,0.0003,-0.2145,99.9971,-30.8553,0.9989,-0.192,99.9356,-22.1746,0.108,-0.1179,97.9207,-11.0854,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
962,147,381,381,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,3,N,KM,.,Q,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K. lactis,11539235.64,10669155.96,11673101.33,11642707.29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,818509.8154,305744.9764,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,11642707.29,305744.976,0.087,0.003,0.101,N,0.009,.,.,.,0.9706,0.0456,72.6175,-8.1557,1.1603,0.1546,91.8806,-11.8027,0.0084,0.0849,84.8722,-10.2039,1.0088,0.0887,84.7886,-9.9193,-0.0282,0.0436,72.7213,-8.4352,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
963,147,382,382,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,3,N,KM,.,R,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K. lactis,12130756.61,11379972.09,10436287.49,12217699.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1119652.113,790464.6324,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,12217699.49,790464.632,0.071,0.007,0.169,N,0.007,.,.,.,0.9233,0.0368,22.091,-2.7352,1.0282,0.0518,4.5474,-2.1259,-0.0316,0.0442,9.7011,-2.2459,0.9689,0.0469,11.0746,-2.3384,-0.0762,0.0355,20.2515,-2.6187,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
964,147,383,383,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,3,N,KM,.,S,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z. fermentati,11663512.7,10892822.23,14292932.19,19057279.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,678484.2507,3368477.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,19057279.39,3368477.479,0.559,0.033,0.354,Y,0.491,.,.,.,0.6044,0.3748,99.077,-6.6198,2.8262,1.9978,94.1981,-1.1049,-0.0195,0.4965,97.2488,-5.1263,0.9613,0.6572,94.0567,-1.0326,-0.2823,0.2797,99.9725,-18.9415,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
965,147,384,384,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,3,N,KM,.,T,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K. lactis,12217699.49,9976032.014,11473183.47,12504590.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1956738.699,2561246.158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,12504590.53,2561246.158,0.226,0.055,0.459,N,0.023,.,.,.,0.881,0.1268,98.8814,-12.5416,1.418,0.427,98.3767,-11.4244,-0.0007,0.2052,99.9817,-25.5464,0.9976,0.2292,99.8058,-17.7938,-0.104,0.113,98.1479,-11.697,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
966,147,385,385,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,4,N,KM,.,U,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,S. cerevisiae,13430277.02,10772789,10655367.43,12936054.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2453124.567,1684969.761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,12936054.47,1684969.761,0.183,0.034,0.363,N,-0.037,.,.,.,0.8625,0.1004,70.9401,-3.1718,1.2378,0.2772,46.7129,-1.3527,-0.0304,0.1469,56.1278,-2.4756,0.9669,0.1614,56.5823,-1.9672,-0.1256,0.0915,70.5231,-3.6687,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
967,147,386,386,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,4,N,KM,.,V,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,S. cerevisiae,10274882.43,11630758.37,13845875.18,10274882.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1415263.182,266385.9433,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,10274882.43,266385.943,-0.124,0.006,0.147,N,0,.,.,.,1.1412,-0.0583,14.1428,1.6548,0.9997,-0.0396,0.9768,2.0828,0.0608,-0.0736,7.4437,1.6778,1.0635,-0.0651,5.4443,1.9443,0.1408,-0.062,17.1048,1.3471,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
968,147,387,387,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,4,N,KM,.,W,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,S. cerevisiae,11705235.11,10273142.82,11511010.67,15409544.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1677412.353,666993.2175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,15409544.47,666993.217,0.405,0.011,0.203,Y,0.275,.,.,.,0.7068,0.25,91.7902,-2.263,1.9078,1.0333,78.5251,0.6216,-0.0342,0.347,84.9667,-1.7761,0.9531,0.4248,81.8075,0.124,-0.2324,0.2027,93.9691,-4.5162,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
969,147,388,388,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,6,N,KM,,X,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K. lactis,14143966.06,12318722.41,14538066.33,14842486.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1580740.164,258876.1514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,14842486.59,258876.151,0.186,0.006,0.149,Y,0.048,.,.,.,0.9235,0.1025,83.894,-5.3241,1.3633,0.3536,97.0512,-10.4175,0.0116,0.1771,92.782,-8.2756,1.0122,0.1944,93.2455,-7.9311,-0.069,0.0932,83.2199,-5.7448,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
970,147,389,389,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,6,N,KM,.,Y,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K. lactis,16315567.99,13062474.36,12815725.96,18160401.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2935706.993,3705862.801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,18160401.31,3705862.801,0.329,0.058,0.474,N,0.107,.,.,.,0.7335,0.1952,71.3763,0.7521,1.5687,0.6919,50.6469,2.3864,-0.0546,0.2647,56.2886,1.0364,0.9362,0.3141,57.0592,1.9689,-0.226,0.1648,70.6708,-0.1607,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
971,147,390,390,"Replansky & Bell, Oikos 2009",Data From Author,TD,4,SST,.,number L-1,Fungal cell abundance,"Fungi (Kluyveromyces lactis, Saccharomyces cariocanus, Zygosaccharomyces fermentati)",Inorganic nutrients ©,T,8,1,3,1,S,"Mont Saint Hilaire, Quebec, Canada",45.57,-73.19,415,.,3,3,3,.,0.005,0,7178166.888,15.7866,20,0.1,200,5.2983,N,Y,8,N,KM,.,Z,.,.,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K. lactis,13696646.03,11053008.26,11055927.96,12912979.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2503433.181,1788957.609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,12912979.1,1788957.609,0.156,0.036,0.373,N,-0.059,.,.,.,0.8879,0.0842,75.1337,-4.871,1.1996,0.2281,50.938,-2.8322,-0.0235,0.1264,61.2452,-4.0129,0.9745,0.1367,61.2329,-3.5388,-0.1036,0.0778,75.1446,-5.3454,,,CE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
993,150,401,401,"De Boeck et al, Biogeo 2008","F1, Data From Author",TD,1,SST,.,g m-2,Plant aboveground dry mass,"Plantae (Bellis perennis, Dactylis glomerata, Festuca arundinacea, Lolium perenne, Lotus corniculatus, Medicago sativa, Plantago lanceolata, Rumex acetosa, Trifolium repens)",Inorganic nutrients,T,7,1,.,2,S,"Drie Eiken Campus of the University of Antwerp, Belgium",51.15,4.4,.,no information on type experimental system,3,9,9,0.045,.,8.58,0.0052,-5.2505,120,892,0.1345,-2.006,Y,N,0,N,KM,.,Heated,.,.,1,0,0,Temp,A,E,C,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,.,54,.,54,.,.,.,.,.,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,643.0082,.,723.0658,.,.,.,.,.,658.2284,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,332.2535,.,190.0979,.,.,.,.,.,167.7692,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,658.228,167.769,0.023,0.007,0.161,N,.,.,.,.,1.0563,-0.0016,1.0129,-3.032,1.0794,0.0604,18.9659,-3.6323,0.0352,0.0107,3.557,-3.4857,1.0376,0.0108,3.213,-3.0994,0.0528,-0.0014,0.8312,-3.402,,,CE,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-14.7284,205.7948,-9.2099,46.4452,0.6253,.,.,.,.,.,.,.,.,0,.,.
994,150,401,401,"De Boeck et al, Biogeo 2008","F1, Data From Author",TD,1,SST,.,g m-2,Plant aboveground dry mass,"Plantae (Bellis perennis, Dactylis glomerata, Festuca arundinacea, Lolium perenne, Lotus corniculatus, Medicago sativa, Plantago lanceolata, Rumex acetosa, Trifolium repens)",Inorganic nutrients,T,7,1,.,2,S,"Drie Eiken Campus of the University of Antwerp, Belgium",51.15,4.4,.,no information on type experimental system,3,9,9,0.045,.,8.58,0.0052,-5.2505,365,892,0.4092,-0.8936,Y,N,0,N,KM,.,Heated,.,.,1,0,0,Temp,A,E,C,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,.,45,.,45,.,.,.,.,.,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,744.0198,.,1032.2222,.,.,.,.,.,941.0815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,429.9596,.,351.501,.,.,.,.,.,296.5824,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,941.081,296.582,0.235,0.011,0.203,Y,.,.,.,.,1.1275,0.0208,19.0515,2.9467,1.3997,0.3373,66.8991,0.2639,0.07,0.1069,48.4464,0.6357,1.085,0.1206,44.7417,1.8013,0.105,0.019,22.0513,1.8759,,,CE,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,192.3148,280.3093,11.2593,192.1523,0.0585,.,.,.,.,.,.,.,.,0,.,.
