Mno,Entry,Study,Expt,Ref,Source,TDBU,FTG,TG,Ygen,Yqual,Yunits,Ydesc,Consumer,Taxon,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,AddTrt1,AddTrt2,AddTrt3,Treatment,restrt,Monotes,YEmono,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
1058,727,108,243,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,8.22,0.1217,133,876,0.1518,-1.885,N,Y,0,Y,Nitrogen Treatment: 3,Species Pool: 3,,experimental,incr,,75.875,352.6563,,,,,337.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,728,108,244,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,8.22,0.1217,133,876,0.1518,-1.885,N,Y,0,Y,Nitrogen Treatment: 4,Species Pool: 3,,experimental,incr,,1125.6875,602.25,,,,,801.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,729,108,245,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,4.58,0.2183,133,730,0.1822,-1.7027,N,Y,0,Y,Nitrogen Treatment: 1,Species Pool: 4,,control,control,,416.3125,195.3958,,,,,235.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,730,108,246,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,4.58,0.2183,133,730,0.1822,-1.7027,N,Y,0,Y,Nitrogen Treatment: 2,Species Pool: 4,,experimental,incr,,0,260.8854,,,,,223.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,731,108,247,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,4.58,0.2183,133,730,0.1822,-1.7027,N,Y,0,Y,Nitrogen Treatment: 3,Species Pool: 4,,experimental,incr,,972.25,412.2188,,,,,534.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,732,108,248,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,4.58,0.2183,133,730,0.1822,-1.7027,N,Y,0,Y,Nitrogen Treatment: 4,Species Pool: 4,,experimental,incr,,405.375,260,,,,,302.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,733,108,249,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,6.03,0.1658,133,547,0.2431,-1.4141,N,Y,0,Y,Nitrogen Treatment: 1,Species Pool: 5,,control,control,,27.75,230.9375,,,,,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,734,108,250,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,6.03,0.1658,133,547,0.2431,-1.4141,N,Y,0,Y,Nitrogen Treatment: 2,Species Pool: 5,,experimental,incr,,475.625,177.5833,,,,,390.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,735,108,251,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,6.03,0.1658,133,547,0.2431,-1.4141,N,Y,0,Y,Nitrogen Treatment: 3,Species Pool: 5,,experimental,incr,,865.9375,472.1875,,,,,609.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,736,108,252,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,6.03,0.1658,133,547,0.2431,-1.4141,N,Y,0,Y,Nitrogen Treatment: 4,Species Pool: 5,,experimental,incr,,762.75,446.1563,,,,,551.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,737,108,253,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,9.74,0.1027,133,821,0.162,-1.8202,N,Y,0,Y,Nitrogen Treatment: 1,Species Pool: 6,,control,control,,1673.5,546.375,,,,567.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,738,108,254,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,9.74,0.1027,133,821,0.162,-1.8202,N,Y,0,Y,Nitrogen Treatment: 2,Species Pool: 6,,experimental,incr,,776.75,423.875,,,,700.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,739,108,255,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,9.74,0.1027,133,821,0.162,-1.8202,N,Y,0,Y,Nitrogen Treatment: 3,Species Pool: 6,,experimental,incr,,273.375,641.8125,,,,573.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,740,108,256,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,9.74,0.1027,133,821,0.162,-1.8202,N,Y,0,Y,Nitrogen Treatment: 4,Species Pool: 6,,experimental,incr,,176.1875,475.05,,,,460.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,741,108,257,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,7.11,0.1406,133,973,0.1367,-1.99,N,Y,0,Y,Nitrogen Treatment: 1,Species Pool: 7,,control,control,,281.4375,151.7125,,,,392.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,742,108,258,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,7.11,0.1406,133,973,0.1367,-1.99,N,Y,0,Y,Nitrogen Treatment: 2,Species Pool: 7,,experimental,incr,,508.4375,294.9375,,,,400.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,743,108,259,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,7.11,0.1406,133,973,0.1367,-1.99,N,Y,0,Y,Nitrogen Treatment: 3,Species Pool: 7,,experimental,incr,,747,371.625,,,,446.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,744,108,260,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,7.11,0.1406,133,973,0.1367,-1.99,N,Y,0,Y,Nitrogen Treatment: 4,Species Pool: 7,,experimental,incr,,609.625,379.2125,,,,463.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,745,108,261,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,7.7745,0.1286,133,912,0.1458,-1.9253,N,Y,0,Y,Nitrogen Treatment: 1,Species Pool: 8,,control,control,,512.875,168.8542,,,,,348.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,746,108,262,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,7.7745,0.1286,133,912,0.1458,-1.9253,N,Y,0,Y,Nitrogen Treatment: 2,Species Pool: 8,,experimental,incr,,503.4375,251.5313,,,,,341.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,747,108,263,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,7.7745,0.1286,133,912,0.1458,-1.9253,N,Y,0,Y,Nitrogen Treatment: 3,Species Pool: 8,,experimental,incr,,885.25,349.9167,,,,,443.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,748,108,264,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,7.7745,0.1286,133,912,0.1458,-1.9253,N,Y,0,Y,Nitrogen Treatment: 4,Species Pool: 8,,experimental,incr,,358.1875,271.2292,,,,,320.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,749,108,265,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,6.7933,0.1472,133,851,0.1563,-1.8561,N,Y,0,Y,Nitrogen Treatment: 1,Species Pool: 9,,control,control,,481.875,121.9792,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,750,108,266,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,6.7933,0.1472,133,851,0.1563,-1.8561,N,Y,0,Y,Nitrogen Treatment: 2,Species Pool: 9,,experimental,incr,,503.125,215.5938,,,,,304.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,751,108,267,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,6.7933,0.1472,133,851,0.1563,-1.8561,N,Y,0,Y,Nitrogen Treatment: 3,Species Pool: 9,,experimental,incr,,754.125,352.625,,,,,355.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,752,108,268,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,6.7933,0.1472,133,851,0.1563,-1.8561,N,Y,0,Y,Nitrogen Treatment: 4,Species Pool: 9,,experimental,incr,,1101.1875,330.9063,,,,,364.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,753,108,269,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,8.09,0.1236,133,730,0.1822,-1.7027,N,Y,0,Y,Nitrogen Treatment: 1,Species Pool: 10,,control,control,,334.875,139.875,,,,,297.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,754,108,270,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,8.09,0.1236,133,730,0.1822,-1.7027,N,Y,0,Y,Nitrogen Treatment: 2,Species Pool: 10,,experimental,incr,,19.25,248.9792,,,,,217.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,755,108,271,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,8.09,0.1236,133,730,0.1822,-1.7027,N,Y,0,Y,Nitrogen Treatment: 3,Species Pool: 10,,experimental,incr,,662.1875,255.8958,,,,,285.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,756,108,272,Wacker et al; Ecology 2009,Data From Author; A3,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (grasses; herbs; and legumes),plant,Inorganic nutrients (N),0,7,2,4,2,S,station Forschungsanstalt Agroscope Reckenholz-T_nikon ART in Z_rich; Switzerland,47.43,8.52,443,,2,6,6,1,,8.09,0.1236,133,730,0.1822,-1.7027,N,Y,0,Y,Nitrogen Treatment: 4,Species Pool: 10,,experimental,incr,,756.4375,342.9479,,,,,426.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,757,109,273,Ball et al; Soil Biol & Biogeoch 2009,Data From Author,BU,O,4,SST,,number m-2,Shredder abundance,Animalia: Arthropoda,invertebrates,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,92,100,0.92,-0.083381609,Y,N,0,Y,,,,control,control,,1433.5116,2689.6866,3300.4224,3395.2132,2521.0903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,758,109,273,Ball et al; Soil Biol & Biogeoch 2009,Data From Author,BU,O,4,SST,,number mm-2,Shredder abundance,Animalia: Arthropoda,invertebrates,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,181,100,1.81,0.593326845,Y,N,0,Y,,,,control,control,,16361.2728,11.4504734,12.408672,13.0671802,13.7861405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,759,109,273,Ball et al; Soil Biol & Biogeoch 2009,Data From Author,BU,O,4,SST,,number m-2,Shredder abundance,Animalia: Arthropoda,invertebrates,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,273,100,2.73,1.004301609,Y,N,0,Y,,,,control,control,,4988.119,3242.0188,3971.0754,3837.7161,3363.6315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,760,109,273,Ball et al; Soil Biol & Biogeoch 2009,Data From Author,BU,O,4,SST,,number m-2,Shredder abundance,Animalia: Arthropoda,invertebrates,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,365,100,3.65,1.294727168,Y,N,0,Y,,,,control,control,,8979.2872,7311.6484,8546.499,10779.9095,8944.0994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,761,109,273,Ball et al; Soil Biol & Biogeoch 2009,Data From Author,BU,O,4,SST,,number mm-2,Shredder abundance,Animalia: Arthropoda,invertebrates,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,730,100,7.3,1.987874348,Y,N,0,Y,,,,control,control,,17427.5575,11.2864782,11.1909363,11.9656417,15.3356458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,762,109,273,Ball et al; Soil Biol & Biogeoch 2009,Data From Author,BU,O,4,SST,,number mm-2,Shredder abundance,Animalia: Arthropoda,invertebrates,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,911,100,9.11,2.209372711,Y,Y,0,Y,,,,control,control,,12476.9215,10.4526094,9.3534404,10.5142129,10.878094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,763,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,92,,,.,Y,N,0,Y,,,,control,control,,140.8153,158.8818,161.7516,157.7053,158.7186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,764,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,92,,,.,Y,N,0,Y,,,,control,control,,0.3522,0.2691,0.2559,0.2746,0.2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,765,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,181,,,.,Y,N,0,Y,,,,control,control,,132.8535,151.9885,155.1287,153.0899,146.3168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,766,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,181,,,.,Y,N,0,Y,,,,control,control,,0.3889,0.3009,0.2864,0.2958,0.3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,767,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,273,,,.,Y,N,0,Y,,,,control,control,,68.5023,78.7246,77.2325,77.5491,69.7095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,768,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,RD,T,proportional change,Original units: g m-2 (Litter dry mass),Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,273,,,.,Y,N,0,Y,,,,control,control,,0.6849,0.6379,0.6447,0.6433,0.6793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,769,110,274,Ball et al; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Animalia: Arthropoda,,Plantae (Liriodendron tulipifera; Acer rubrum; Quercus prinus; Rhododendron maximum leaf litter),1,2,2,4,1,S,Coweeta Hydrologic Laboratory in Macon County; North Carolina; USA,35,-83.5,1300,,4,4,4,0.023,,,,365,,,.,Y,N,0,Y,,,,control,control,,109.2509,121.9185,129.2807,128.3271,112.0223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
